,features,labels
8733,"[1, 1837, 49, 86]",d
8734,"[2, 5139, 15, 24]",d
8735,"[1, 6947, 26, 100]",b
8736,"[2, 6812, 53, 82]",a
8737,"[0, 658, 24, 49]",b
8738,"[0, 1082, 84, 87]",c
8739,"[2, 4213, 87, 66]",b
8740,"[0, 4086, 1, 30]",a
8741,"[0, 3061, 84, 26]",c
8742,"[0, 52, 51, 7]",c
8743,"[0, 2453, 57, 88]",b
8744,"[1, 5611, 12, 16]",b
8745,"[0, 5536, 86, 51]",b
8746,"[2, 3892, 39, 94]",d
8747,"[0, 3849, 89, 90]",c
8748,"[1, 316, 26, 30]",d
8749,"[1, 4215, 56, 59]",c
8750,"[1, 108, 40, 43]",d
8751,"[1, 6472, 10, 63]",c
8752,"[0, 3309, 56, 94]",c
8753,"[2, 3385, 59, 85]",b
8754,"[0, 6519, 61, 44]",b
8755,"[0, 5724, 94, 95]",b
8756,"[1, 4543, 0, 30]",d
8757,"[2, 7096, 93, 25]",b
8758,"[2, 2687, 27, 68]",d
8759,"[1, 2298, 88, 61]",d
8760,"[0, 3383, 88, 42]",c
8761,"[0, 1847, 57, 68]",d
8762,"[2, 1502, 70, 88]",a
8763,"[2, 2935, 60, 74]",a
8764,"[0, 4405, 100, 56]",d
8765,"[2, 1165, 4, 28]",a
8766,"[0, 5370, 38, 4]",a
8767,"[1, 5455, 22, 44]",b
8768,"[0, 5249, 85, 15]",b
8769,"[0, 2605, 33, 98]",d
8770,"[0, 6805, 90, 20]",a
8771,"[0, 6722, 12, 52]",d
8772,"[1, 4474, 54, 61]",a
8773,"[1, 4300, 43, 54]",d
8774,"[1, 6508, 30, 22]",b
8775,"[0, 6371, 50, 86]",b
8776,"[2, 981, 91, 29]",c
8777,"[2, 4002, 42, 58]",b
8778,"[2, 3367, 63, 80]",d
8779,"[1, 6631, 71, 68]",a
8780,"[1, 5203, 35, 11]",d
8781,"[1, 1635, 96, 65]",d
8782,"[1, 7147, 31, 62]",d
8783,"[1, 3335, 29, 19]",c
8784,"[2, 5050, 27, 66]",a
8785,"[1, 2372, 98, 97]",c
8786,"[2, 2361, 82, 23]",c
8787,"[1, 799, 33, 27]",b
8788,"[2, 7178, 10, 87]",b
8789,"[1, 2220, 100, 85]",d
8790,"[2, 4334, 0, 38]",b
8791,"[0, 3288, 33, 90]",c
8792,"[0, 2730, 44, 68]",d
8793,"[1, 3260, 38, 71]",b
8794,"[2, 4612, 71, 7]",b
8795,"[1, 6984, 67, 80]",d
8796,"[1, 3281, 63, 75]",d
8797,"[0, 6784, 76, 22]",c
8798,"[2, 3335, 36, 89]",b
8799,"[2, 2639, 88, 96]",d
8800,"[2, 5611, 70, 31]",d
8801,"[0, 4325, 10, 66]",a
8802,"[2, 740, 86, 14]",d
8803,"[1, 6349, 42, 8]",a
8804,"[1, 2417, 4, 53]",c
8805,"[2, 4, 66, 9]",c
8806,"[0, 3372, 34, 48]",b
8807,"[0, 2576, 5, 30]",c
8808,"[2, 2665, 47, 88]",d
8809,"[0, 2889, 55, 25]",b
8810,"[1, 4066, 93, 50]",a
8811,"[2, 1461, 23, 98]",c
8812,"[2, 5520, 47, 88]",a
8813,"[0, 431, 86, 58]",b
8814,"[2, 892, 38, 2]",d
8815,"[1, 4428, 32, 44]",d
8816,"[0, 6130, 47, 37]",c
8817,"[1, 3843, 14, 7]",b
8818,"[0, 1846, 69, 38]",a
8819,"[2, 2399, 21, 54]",b
8820,"[0, 6546, 11, 35]",b
8821,"[0, 7157, 65, 81]",b
8822,"[0, 5289, 47, 69]",c
8823,"[0, 1333, 29, 62]",d
8824,"[0, 2149, 54, 34]",a
8825,"[0, 2108, 88, 19]",b
8826,"[1, 1151, 8, 36]",b
8827,"[1, 7025, 39, 34]",b
8828,"[2, 2716, 61, 58]",b
8829,"[1, 5396, 16, 92]",b
8830,"[0, 1353, 62, 92]",b
8831,"[2, 3909, 28, 11]",b
8832,"[2, 2932, 16, 30]",a
8833,"[1, 6202, 20, 32]",a
8834,"[2, 5171, 96, 3]",c
8835,"[1, 2041, 73, 85]",b
8836,"[2, 6924, 20, 80]",b
8837,"[0, 5049, 90, 10]",c
8838,"[1, 6011, 37, 42]",b
8839,"[2, 6223, 50, 58]",d
8840,"[0, 6346, 35, 60]",b
8841,"[0, 5434, 25, 87]",d
8842,"[1, 4634, 53, 66]",d
8843,"[1, 3452, 28, 49]",c
8844,"[1, 4249, 64, 16]",c
8845,"[2, 4928, 67, 95]",b
8846,"[1, 2656, 15, 91]",d
8847,"[0, 6775, 11, 38]",c
8848,"[1, 6832, 69, 20]",b
8849,"[0, 4056, 49, 3]",b
8850,"[1, 5002, 17, 31]",c
8851,"[0, 5306, 59, 19]",d
8852,"[0, 6157, 35, 24]",c
8853,"[1, 5856, 17, 38]",c
8854,"[2, 1259, 72, 61]",d
8855,"[2, 6334, 67, 64]",a
8856,"[2, 3019, 84, 26]",b
8857,"[1, 647, 79, 43]",b
8858,"[0, 3020, 23, 63]",b
8859,"[0, 1573, 20, 76]",b
8860,"[0, 5090, 9, 87]",b
8861,"[0, 7092, 49, 5]",a
8862,"[2, 3136, 26, 58]",b
8863,"[2, 5791, 38, 48]",d
8864,"[2, 4196, 18, 52]",d
8865,"[1, 1612, 69, 90]",a
8866,"[1, 4854, 97, 16]",d
8867,"[1, 3186, 39, 51]",d
8868,"[0, 5349, 95, 30]",b
8869,"[1, 2803, 30, 58]",b
8870,"[1, 4118, 80, 22]",b
8871,"[1, 4576, 50, 79]",b
8872,"[2, 5805, 24, 53]",b
8873,"[2, 346, 14, 9]",d
8874,"[1, 3864, 33, 92]",a
8875,"[0, 4043, 52, 92]",d
8876,"[0, 1532, 38, 13]",a
8877,"[0, 4203, 85, 57]",b
8878,"[1, 5704, 57, 71]",c
8879,"[0, 4070, 89, 48]",c
8880,"[1, 5231, 8, 77]",c
8881,"[2, 3029, 42, 83]",d
8882,"[1, 4588, 17, 88]",c
8883,"[0, 5926, 8, 52]",a
8884,"[2, 2635, 13, 37]",a
8885,"[0, 261, 69, 90]",a
8886,"[0, 6019, 63, 68]",b
8887,"[1, 6568, 35, 85]",d
8888,"[0, 5949, 55, 2]",a
8889,"[0, 766, 23, 14]",a
8890,"[0, 3264, 39, 81]",b
8891,"[2, 4993, 51, 100]",b
8892,"[2, 5433, 99, 15]",a
8893,"[0, 7096, 78, 46]",c
8894,"[2, 4188, 15, 89]",a
8895,"[1, 3477, 32, 51]",b
8896,"[0, 3523, 63, 81]",a
8897,"[2, 3019, 53, 2]",b
8898,"[0, 68, 67, 5]",b
8899,"[2, 6859, 81, 5]",d
8900,"[1, 4595, 65, 66]",c
8901,"[0, 3613, 27, 26]",d
8902,"[2, 1020, 81, 88]",b
8903,"[0, 5153, 8, 32]",a
8904,"[2, 7076, 38, 1]",b
8905,"[0, 6558, 60, 13]",d
8906,"[2, 6443, 67, 73]",a
8907,"[2, 3874, 48, 15]",a
8908,"[1, 349, 44, 14]",c
8909,"[1, 5501, 42, 9]",a
8910,"[2, 6428, 2, 41]",a
8911,"[1, 7089, 54, 75]",d
8912,"[0, 6575, 23, 64]",a
8913,"[1, 1283, 18, 69]",b
8914,"[1, 1049, 20, 3]",c
8915,"[2, 1257, 9, 81]",b
8916,"[2, 3461, 47, 60]",d
8917,"[0, 5918, 5, 89]",c
8918,"[0, 5124, 50, 76]",c
8919,"[1, 570, 77, 100]",b
8920,"[1, 812, 99, 21]",c
8921,"[1, 2753, 55, 72]",d
8922,"[1, 1222, 96, 49]",a
8923,"[1, 6701, 91, 1]",d
8924,"[0, 4474, 19, 20]",a
8925,"[0, 2026, 54, 56]",d
8926,"[1, 1053, 62, 78]",b
8927,"[2, 2306, 66, 54]",a
8928,"[1, 2860, 23, 63]",d
8929,"[2, 2492, 59, 10]",c
8930,"[2, 2814, 34, 6]",b
8931,"[1, 6259, 36, 80]",d
8932,"[0, 4768, 8, 29]",d
8933,"[1, 2222, 20, 29]",b
8934,"[0, 7200, 55, 73]",d
8935,"[2, 5590, 85, 47]",d
8936,"[1, 6588, 75, 22]",c
8937,"[2, 5205, 93, 22]",b
8938,"[0, 4582, 12, 22]",a
8939,"[0, 6219, 77, 59]",d
8940,"[2, 1475, 88, 16]",c
8941,"[2, 5181, 37, 49]",d
8942,"[1, 3057, 95, 60]",d
8943,"[1, 6965, 3, 96]",a
8944,"[1, 3701, 76, 11]",c
8945,"[0, 5433, 18, 76]",d
8946,"[1, 6285, 59, 1]",a
8947,"[2, 4849, 64, 41]",b
8948,"[0, 4797, 75, 88]",d
8949,"[0, 6332, 88, 100]",d
8950,"[0, 3201, 76, 27]",d
8951,"[0, 4678, 94, 93]",a
8952,"[0, 1019, 24, 3]",b
8953,"[1, 1885, 71, 71]",b
8954,"[1, 2880, 58, 71]",b
8955,"[1, 3901, 18, 60]",c
8956,"[1, 5253, 58, 33]",a
8957,"[2, 168, 12, 70]",b
8958,"[0, 1399, 97, 31]",d
8959,"[2, 3263, 15, 94]",c
8960,"[2, 5098, 1, 73]",a
8961,"[1, 1205, 74, 65]",b
8962,"[0, 3311, 100, 99]",b
8963,"[2, 666, 19, 66]",d
8964,"[1, 326, 15, 93]",b
8965,"[1, 2069, 1, 9]",a
8966,"[0, 6939, 71, 49]",b
8967,"[0, 4705, 91, 45]",a
8968,"[1, 6524, 13, 35]",c
8969,"[0, 2440, 51, 65]",a
8970,"[2, 2710, 83, 80]",a
8971,"[0, 5324, 39, 52]",d
8972,"[0, 453, 88, 17]",a
8973,"[1, 3754, 32, 29]",b
8974,"[2, 95, 62, 36]",b
8975,"[1, 6649, 81, 11]",a
8976,"[0, 881, 45, 42]",b
8977,"[0, 6561, 82, 51]",c
8978,"[2, 847, 67, 48]",b
8979,"[2, 4464, 23, 72]",d
8980,"[1, 4002, 29, 50]",b
8981,"[2, 387, 24, 91]",b
8982,"[2, 1717, 53, 82]",c
8983,"[0, 5436, 58, 78]",d
8984,"[2, 3988, 44, 26]",a
8985,"[2, 3283, 62, 57]",d
8986,"[1, 708, 3, 7]",b
8987,"[0, 1644, 35, 33]",a
8988,"[1, 6682, 38, 53]",b
8989,"[0, 4366, 25, 29]",a
8990,"[2, 4044, 57, 41]",a
8991,"[2, 1790, 16, 84]",b
8992,"[0, 4175, 92, 20]",b
8993,"[0, 2257, 34, 8]",c
8994,"[2, 6019, 20, 24]",a
8995,"[2, 2493, 46, 91]",a
8996,"[2, 1416, 78, 11]",c
8997,"[1, 2814, 49, 78]",d
8998,"[1, 5234, 97, 55]",d
8999,"[0, 5474, 17, 48]",c
9000,"[2, 6362, 2, 11]",d
9001,"[0, 3539, 53, 93]",d
9002,"[2, 1212, 52, 59]",c
9003,"[0, 5806, 31, 45]",a
9004,"[2, 2597, 73, 22]",c
9005,"[0, 6800, 94, 14]",c
9006,"[0, 764, 61, 42]",c
9007,"[0, 1498, 100, 24]",d
9008,"[2, 67, 51, 68]",d
9009,"[2, 5164, 22, 27]",d
9010,"[1, 5509, 56, 100]",a
9011,"[2, 2824, 14, 18]",a
9012,"[1, 7179, 26, 100]",a
9013,"[0, 606, 38, 42]",a
9014,"[2, 3341, 50, 94]",a
9015,"[0, 2886, 68, 42]",b
9016,"[2, 6347, 12, 14]",b
9017,"[0, 2973, 90, 54]",c
9018,"[2, 544, 1, 69]",c
9019,"[2, 2631, 16, 18]",a
9020,"[0, 5639, 7, 30]",b
9021,"[0, 6940, 22, 72]",b
9022,"[2, 474, 59, 47]",a
9023,"[2, 2474, 75, 45]",b
9024,"[2, 4707, 32, 82]",c
9025,"[1, 1774, 61, 2]",c
9026,"[1, 4562, 62, 63]",d
9027,"[2, 5007, 0, 72]",c
9028,"[0, 1764, 96, 11]",d
9029,"[0, 1125, 85, 22]",d
9030,"[2, 3838, 61, 7]",a
9031,"[2, 5269, 69, 63]",c
9032,"[0, 6091, 100, 75]",c
9033,"[0, 32, 76, 92]",c
9034,"[2, 3990, 47, 87]",d
9035,"[2, 1723, 46, 88]",d
9036,"[2, 4274, 98, 2]",c
9037,"[0, 6285, 68, 100]",b
9038,"[2, 3442, 2, 62]",a
9039,"[1, 3594, 87, 27]",d
9040,"[1, 1610, 60, 61]",d
9041,"[1, 6483, 78, 25]",b
9042,"[2, 3762, 64, 47]",b
9043,"[1, 561, 38, 58]",d
9044,"[0, 4909, 83, 52]",c
9045,"[2, 7038, 92, 83]",a
9046,"[2, 1911, 69, 18]",d
9047,"[2, 5258, 99, 83]",c
9048,"[1, 3317, 74, 25]",a
9049,"[0, 3991, 2, 79]",c
9050,"[1, 3035, 18, 48]",a
9051,"[0, 263, 8, 2]",a
9052,"[0, 3915, 82, 98]",a
9053,"[0, 1934, 97, 22]",a
9054,"[1, 6461, 65, 56]",c
9055,"[2, 6820, 40, 12]",c
9056,"[2, 1302, 48, 51]",a
9057,"[0, 5816, 54, 27]",a
9058,"[1, 5287, 56, 19]",c
9059,"[1, 2449, 54, 74]",d
9060,"[0, 6325, 92, 30]",b
9061,"[1, 5515, 29, 53]",b
9062,"[2, 5467, 21, 69]",d
9063,"[2, 3738, 14, 100]",a
9064,"[1, 1213, 25, 27]",a
9065,"[2, 5372, 80, 45]",b
9066,"[2, 63, 89, 91]",a
9067,"[1, 5035, 76, 6]",b
9068,"[1, 6847, 15, 77]",c
9069,"[1, 3644, 85, 25]",d
9070,"[1, 1410, 39, 54]",a
9071,"[0, 3995, 21, 67]",b
9072,"[1, 1507, 79, 39]",c
9073,"[0, 3021, 6, 44]",c
9074,"[0, 5538, 68, 81]",c
9075,"[2, 4708, 96, 4]",d
9076,"[2, 3747, 79, 21]",d
9077,"[1, 4102, 42, 12]",c
9078,"[0, 6464, 37, 8]",c
9079,"[1, 4688, 28, 33]",c
9080,"[0, 4879, 90, 48]",c
9081,"[0, 5403, 38, 79]",c
9082,"[2, 6148, 73, 17]",d
9083,"[1, 465, 31, 89]",a
9084,"[0, 6370, 29, 13]",d
9085,"[0, 6502, 90, 47]",a
9086,"[1, 4614, 84, 97]",b
9087,"[1, 6257, 87, 12]",c
9088,"[0, 6547, 18, 2]",a
9089,"[0, 2074, 64, 68]",b
9090,"[2, 7198, 95, 12]",a
9091,"[1, 3157, 42, 47]",a
9092,"[0, 6454, 62, 68]",d
9093,"[0, 1052, 15, 34]",a
9094,"[0, 5960, 8, 28]",d
9095,"[2, 7008, 64, 73]",b
9096,"[2, 2914, 70, 98]",d
9097,"[1, 4170, 48, 9]",d
9098,"[1, 1361, 54, 39]",c
9099,"[1, 5619, 35, 2]",d
9100,"[2, 381, 19, 88]",a
9101,"[1, 5898, 22, 7]",d
9102,"[2, 6902, 3, 38]",d
9103,"[2, 1211, 83, 42]",b
9104,"[1, 1484, 41, 38]",d
9105,"[1, 1588, 80, 39]",a
9106,"[0, 5316, 53, 78]",d
9107,"[0, 6678, 30, 91]",b
9108,"[0, 278, 71, 89]",d
9109,"[0, 3756, 7, 79]",d
9110,"[1, 4261, 72, 63]",a
9111,"[2, 4215, 61, 92]",a
9112,"[2, 636, 3, 10]",a
9113,"[1, 4054, 74, 45]",a
9114,"[1, 2478, 46, 75]",c
9115,"[0, 563, 97, 87]",b
9116,"[0, 2339, 92, 76]",d
9117,"[1, 6355, 76, 65]",d
9118,"[2, 6341, 100, 55]",c
9119,"[2, 4553, 61, 24]",c
9120,"[0, 4505, 50, 98]",a
9121,"[0, 1927, 81, 2]",a
9122,"[0, 2805, 93, 25]",d
9123,"[0, 2183, 2, 48]",c
9124,"[0, 1621, 50, 1]",b
9125,"[1, 6872, 43, 60]",c
9126,"[2, 4270, 93, 100]",c
9127,"[0, 5400, 18, 53]",c
9128,"[1, 6379, 97, 5]",b
9129,"[0, 140, 54, 95]",c
9130,"[2, 4985, 85, 73]",d
9131,"[0, 1147, 1, 94]",c
9132,"[0, 4507, 84, 60]",b
9133,"[2, 5483, 81, 44]",c
9134,"[0, 5771, 67, 97]",a
9135,"[0, 708, 65, 90]",b
9136,"[0, 3488, 81, 30]",c
9137,"[0, 5677, 82, 18]",b
9138,"[0, 941, 96, 14]",c
9139,"[0, 2470, 79, 48]",c
9140,"[0, 1832, 65, 26]",d
9141,"[2, 290, 62, 38]",d
9142,"[0, 3218, 76, 62]",c
9143,"[1, 5223, 33, 92]",c
9144,"[2, 6926, 39, 88]",b
9145,"[0, 4338, 28, 87]",b
9146,"[0, 3015, 9, 28]",b
9147,"[0, 4526, 18, 63]",a
9148,"[2, 4528, 91, 65]",d
9149,"[0, 5755, 53, 44]",b
9150,"[1, 3948, 81, 1]",a
9151,"[0, 6788, 2, 5]",c
9152,"[0, 4957, 95, 90]",d
9153,"[0, 5127, 65, 1]",c
9154,"[1, 1257, 87, 69]",b
9155,"[0, 213, 11, 31]",c
9156,"[0, 6267, 28, 39]",d
9157,"[0, 7171, 85, 75]",b
9158,"[0, 1898, 71, 11]",a
9159,"[2, 3477, 94, 78]",d
9160,"[0, 1458, 99, 66]",b
9161,"[2, 6585, 84, 38]",d
9162,"[1, 841, 55, 83]",b
9163,"[2, 3513, 39, 73]",a
9164,"[1, 5147, 90, 78]",d
9165,"[2, 5654, 92, 26]",b
9166,"[0, 4772, 16, 18]",d
9167,"[2, 2275, 92, 38]",d
9168,"[1, 4214, 59, 73]",b
9169,"[1, 2442, 39, 96]",d
9170,"[2, 2007, 31, 91]",c
9171,"[0, 3718, 23, 52]",d
9172,"[0, 6643, 18, 29]",c
9173,"[2, 3141, 68, 12]",d
9174,"[0, 4127, 47, 45]",d
9175,"[0, 4403, 67, 14]",d
9176,"[2, 5260, 32, 41]",b
9177,"[0, 1067, 90, 93]",b
9178,"[1, 3622, 55, 59]",c
9179,"[1, 2158, 100, 92]",d
9180,"[0, 180, 21, 35]",c
9181,"[1, 6914, 56, 35]",a
9182,"[2, 3445, 98, 83]",a
9183,"[1, 7117, 32, 82]",d
9184,"[0, 3474, 16, 71]",d
9185,"[1, 7084, 88, 94]",c
9186,"[1, 2470, 34, 76]",c
9187,"[2, 3041, 29, 21]",a
9188,"[0, 3411, 77, 32]",d
9189,"[2, 3545, 59, 51]",b
9190,"[0, 2851, 78, 43]",d
9191,"[0, 1051, 26, 73]",c
9192,"[1, 2732, 82, 91]",d
9193,"[0, 3175, 23, 8]",b
9194,"[1, 50, 17, 87]",b
9195,"[1, 3071, 71, 98]",a
9196,"[0, 2422, 4, 18]",a
9197,"[0, 6109, 47, 30]",b
9198,"[0, 1822, 64, 87]",b
9199,"[0, 2201, 90, 35]",a
9200,"[1, 2479, 54, 99]",d
9201,"[2, 3564, 12, 8]",b
9202,"[0, 5305, 73, 26]",d
9203,"[2, 204, 2, 46]",c
9204,"[1, 5975, 77, 62]",b
9205,"[0, 7011, 97, 53]",b
9206,"[2, 3123, 15, 79]",c
9207,"[1, 6337, 35, 41]",c
9208,"[2, 1861, 96, 71]",d
9209,"[1, 5353, 40, 86]",b
9210,"[1, 2524, 25, 29]",d
9211,"[0, 3913, 32, 78]",c
9212,"[1, 1357, 84, 10]",d
9213,"[1, 3695, 27, 63]",c
9214,"[2, 6142, 3, 61]",a
9215,"[2, 4193, 34, 17]",d
9216,"[0, 4699, 29, 57]",c
9217,"[1, 2240, 100, 55]",c
9218,"[2, 4208, 87, 72]",a
9219,"[0, 3819, 98, 96]",b
9220,"[2, 3989, 45, 27]",c
9221,"[1, 7071, 17, 57]",d
9222,"[1, 6381, 97, 9]",c
9223,"[1, 1061, 99, 5]",b
9224,"[0, 2276, 98, 24]",d
9225,"[1, 4248, 54, 13]",b
9226,"[0, 4072, 25, 21]",b
9227,"[2, 661, 88, 88]",a
9228,"[0, 5388, 53, 15]",d
9229,"[2, 500, 71, 97]",d
9230,"[0, 319, 72, 71]",c
9231,"[1, 5181, 66, 93]",d
9232,"[1, 2276, 4, 58]",a
9233,"[0, 901, 25, 58]",a
9234,"[1, 191, 3, 0]",d
9235,"[1, 7020, 17, 89]",d
9236,"[1, 725, 100, 42]",b
9237,"[2, 1605, 51, 51]",c
9238,"[1, 1849, 71, 15]",b
9239,"[2, 2849, 38, 12]",b
9240,"[1, 6033, 81, 86]",c
9241,"[1, 55, 90, 89]",b
9242,"[0, 6482, 53, 49]",a
9243,"[2, 6748, 24, 6]",b
9244,"[1, 5140, 42, 83]",c
9245,"[2, 6231, 49, 48]",b
9246,"[2, 919, 99, 14]",b
9247,"[0, 2815, 9, 35]",b
9248,"[1, 234, 13, 75]",b
9249,"[0, 1380, 29, 56]",d
9250,"[2, 5104, 92, 66]",c
9251,"[1, 1059, 27, 71]",b
9252,"[1, 1798, 3, 0]",c
9253,"[0, 1193, 86, 58]",c
9254,"[1, 1921, 20, 66]",c
9255,"[2, 1508, 47, 76]",b
9256,"[1, 5338, 69, 24]",b
9257,"[0, 4180, 50, 22]",c
9258,"[2, 6622, 0, 14]",c
9259,"[1, 763, 56, 86]",b
9260,"[0, 6029, 92, 27]",c
9261,"[1, 5499, 33, 1]",c
9262,"[1, 5141, 73, 3]",b
9263,"[2, 5998, 51, 24]",c
9264,"[1, 4511, 17, 90]",d
9265,"[0, 6715, 46, 63]",c
9266,"[0, 1127, 43, 85]",b
9267,"[2, 238, 98, 36]",a
9268,"[0, 3745, 35, 96]",c
9269,"[2, 5026, 27, 56]",a
9270,"[0, 631, 56, 3]",c
9271,"[0, 2396, 63, 14]",c
9272,"[0, 6097, 26, 40]",b
9273,"[2, 587, 27, 51]",a
9274,"[2, 7183, 37, 13]",d
9275,"[0, 5803, 29, 64]",d
9276,"[1, 1963, 63, 3]",d
9277,"[1, 5208, 74, 56]",d
9278,"[0, 4951, 59, 58]",a
9279,"[1, 4376, 0, 9]",b
9280,"[2, 104, 21, 97]",b
9281,"[1, 2844, 23, 61]",b
9282,"[2, 878, 44, 44]",d
9283,"[2, 1148, 95, 46]",c
9284,"[2, 195, 7, 6]",b
9285,"[1, 5271, 48, 65]",c
9286,"[1, 6365, 65, 34]",d
9287,"[2, 6871, 5, 45]",d
9288,"[2, 6807, 21, 86]",d
9289,"[0, 6779, 32, 27]",c
9290,"[2, 2311, 33, 37]",c
9291,"[2, 4886, 33, 47]",a
9292,"[0, 2376, 10, 67]",a
9293,"[2, 5257, 54, 81]",c
9294,"[2, 4899, 92, 30]",b
9295,"[2, 6172, 39, 33]",d
9296,"[2, 6461, 62, 87]",c
9297,"[0, 6146, 48, 45]",c
9298,"[0, 1041, 28, 6]",b
9299,"[1, 6105, 46, 86]",c
9300,"[2, 942, 45, 46]",c
9301,"[0, 374, 21, 82]",b
9302,"[1, 2925, 56, 11]",d
9303,"[0, 4745, 4, 14]",d
9304,"[0, 2059, 85, 73]",c
9305,"[0, 291, 47, 57]",a
9306,"[1, 7093, 95, 15]",b
9307,"[2, 1546, 86, 3]",a
9308,"[2, 5362, 7, 41]",c
9309,"[0, 2570, 70, 67]",c
9310,"[0, 6899, 32, 47]",d
9311,"[2, 3432, 25, 85]",c
9312,"[1, 6712, 50, 91]",b
9313,"[2, 6574, 55, 85]",d
9314,"[1, 1536, 51, 70]",b
9315,"[1, 465, 17, 10]",a
9316,"[2, 637, 48, 69]",b
9317,"[2, 4460, 8, 51]",a
9318,"[1, 7181, 55, 91]",a
9319,"[0, 2374, 91, 20]",c
9320,"[0, 3064, 28, 15]",a
9321,"[2, 6922, 70, 22]",d
9322,"[1, 1824, 16, 47]",c
9323,"[1, 1050, 44, 78]",a
9324,"[1, 1146, 20, 38]",a
9325,"[2, 5956, 78, 42]",a
9326,"[1, 2689, 80, 82]",b
9327,"[1, 1240, 36, 23]",d
9328,"[2, 1475, 4, 47]",c
9329,"[0, 6137, 46, 28]",a
9330,"[1, 2522, 38, 66]",a
9331,"[1, 2970, 58, 71]",d
9332,"[1, 3344, 99, 36]",c
9333,"[1, 4954, 44, 52]",b
9334,"[0, 6015, 88, 76]",a
9335,"[0, 1367, 11, 50]",c
9336,"[2, 1887, 76, 47]",b
9337,"[1, 736, 48, 82]",b
9338,"[2, 2529, 61, 7]",c
9339,"[0, 3103, 62, 100]",a
9340,"[0, 2475, 63, 90]",c
9341,"[1, 5631, 6, 90]",a
9342,"[0, 1670, 75, 66]",b
9343,"[2, 2945, 3, 64]",b
9344,"[0, 4425, 75, 45]",b
9345,"[0, 6415, 79, 81]",a
9346,"[0, 389, 92, 34]",a
9347,"[1, 4955, 98, 35]",a
9348,"[0, 2688, 70, 98]",b
9349,"[0, 2661, 54, 70]",a
9350,"[2, 744, 13, 30]",d
9351,"[1, 1718, 76, 99]",c
9352,"[2, 3066, 48, 58]",d
9353,"[0, 1987, 34, 44]",c
9354,"[1, 2404, 12, 9]",d
9355,"[1, 3917, 8, 39]",c
9356,"[0, 4963, 11, 18]",c
9357,"[0, 6500, 42, 35]",c
9358,"[1, 5611, 17, 96]",b
9359,"[0, 2480, 65, 8]",c
9360,"[1, 6406, 15, 45]",c
9361,"[1, 6330, 98, 54]",c
9362,"[2, 2231, 5, 93]",c
9363,"[1, 5386, 57, 84]",d
9364,"[1, 1551, 22, 94]",b
9365,"[0, 6409, 12, 19]",b
9366,"[0, 2256, 100, 96]",d
9367,"[0, 2683, 80, 34]",b
9368,"[0, 442, 96, 38]",b
9369,"[2, 5552, 79, 14]",a
9370,"[0, 1046, 6, 89]",a
9371,"[2, 190, 1, 97]",a
9372,"[1, 6234, 43, 11]",d
9373,"[0, 1952, 78, 81]",c
9374,"[1, 5225, 16, 63]",a
9375,"[1, 3781, 33, 27]",b
9376,"[0, 4991, 55, 0]",b
9377,"[2, 2626, 4, 4]",c
9378,"[0, 2726, 100, 33]",d
9379,"[2, 5510, 26, 4]",b
9380,"[1, 5746, 20, 96]",d
9381,"[2, 6184, 96, 54]",d
9382,"[0, 6718, 89, 32]",c
9383,"[0, 5146, 6, 3]",d
9384,"[1, 655, 45, 10]",c
9385,"[0, 716, 70, 3]",a
9386,"[2, 5418, 47, 73]",c
9387,"[2, 5378, 53, 46]",d
9388,"[0, 4918, 21, 76]",c
9389,"[2, 6955, 88, 88]",b
9390,"[0, 2308, 53, 49]",a
9391,"[0, 4851, 96, 58]",b
9392,"[0, 4313, 20, 52]",a
9393,"[2, 5875, 92, 89]",b
9394,"[0, 6609, 50, 79]",c
9395,"[2, 5434, 25, 42]",c
9396,"[1, 6351, 20, 63]",d
9397,"[2, 2175, 62, 37]",c
9398,"[0, 5927, 82, 45]",c
9399,"[1, 6725, 53, 44]",a
9400,"[2, 6440, 10, 86]",c
9401,"[1, 2980, 76, 72]",d
9402,"[2, 2523, 56, 78]",b
9403,"[1, 6431, 36, 81]",b
9404,"[0, 6986, 99, 97]",d
9405,"[0, 4227, 48, 14]",c
9406,"[0, 4034, 72, 44]",b
9407,"[0, 6157, 34, 13]",b
9408,"[2, 4544, 10, 33]",c
9409,"[0, 6858, 94, 21]",c
9410,"[1, 1878, 49, 97]",c
9411,"[0, 6644, 76, 56]",d
9412,"[2, 2230, 83, 87]",d
9413,"[1, 3089, 59, 36]",d
9414,"[0, 2893, 78, 41]",c
9415,"[0, 6828, 51, 50]",d
9416,"[2, 3519, 51, 15]",a
9417,"[0, 6765, 75, 77]",d
9418,"[1, 3349, 85, 16]",c
9419,"[0, 1566, 47, 33]",b
9420,"[0, 5309, 74, 82]",b
9421,"[1, 6920, 66, 54]",a
9422,"[1, 5684, 32, 46]",a
9423,"[2, 3908, 57, 40]",a
9424,"[2, 4989, 51, 49]",a
9425,"[2, 6273, 1, 17]",c
9426,"[2, 5047, 25, 60]",d
9427,"[1, 1573, 90, 95]",a
9428,"[0, 2684, 95, 65]",a
9429,"[2, 4177, 68, 31]",a
9430,"[0, 2870, 4, 8]",c
9431,"[0, 1060, 74, 74]",d
9432,"[1, 6422, 67, 8]",d
9433,"[2, 4109, 28, 32]",b
9434,"[2, 6691, 17, 0]",c
9435,"[2, 3135, 17, 53]",b
